interaction_id,customer_id,channel,interaction_type,interaction_date,campaign_id,duration_seconds,outcome,source_system
INT001011,C00314,app,email_open,2024-03-27 00:00:00,,590,,MC
INT001012,C00114,phone,chat,2024-04-27 00:00:00,,859,no_response,SFDC
INT001013,C00290,whatsapp,call,2022-11-14 00:00:00,,197,interested,SFDC
INT001014,C00054,phone,email_click,2023-04-21 00:00:00,,640,interested,SFDC
INT001015,C00255,email,call,2023-05-13 00:00:00,,1488,,SFDC
INT001016,C00073,whatsapp,email_open,2023-07-28 00:00:00,,954,,MC
INT001017,C00170,app,chat,2023-03-23 00:00:00,,889,,LEGACY
INT001018,C00040,app,email_open,2023-03-09 00:00:00,CAM019,1104,no_response,MC
INT001019,C00122,whatsapp,visit,2023-10-25 00:00:00,CAM002,468,interested,LEGACY
INT001020,C00178,email,visit,2022-02-07 00:00:00,,1401,not_interested,LEGACY
INT001021,C00164,whatsapp,visit,2022-07-26 00:00:00,CAM019,561,no_response,MC
INT001022,C00086,dealership,email_open,2022-06-13 00:00:00,CAM014,406,interested,SFDC
INT001023,C00046,app,visit,2022-10-07 00:00:00,,1730,no_response,LEGACY
INT001024,C00172,phone,email_open,2022-05-20 00:00:00,,140,interested,MC
INT001025,C00229,app,email_open,2022-01-30 00:00:00,,219,not_interested,LEGACY
INT001026,C00006,email,chat,2022-09-22 00:00:00,CAM016,907,interested,LEGACY
INT001027,C00136,whatsapp,email_click,2024-03-19 00:00:00,,730,no_response,MC
INT001028,C00108,app,call,2024-04-02 00:00:00,,1572,not_interested,SFDC
INT001029,C00128,dealership,email_click,2022-10-12 00:00:00,CAM013,638,no_response,MC
INT001030,C00035,email,call,2023-11-06 00:00:00,,366,no_response,LEGACY
INT001031,C00180,email,call,2023-07-18 00:00:00,,436,,LEGACY
INT001032,C00132,phone,email_open,2022-06-30 00:00:00,CAM002,745,interested,MC
INT001033,C00056,app,visit,2023-10-22 00:00:00,,888,no_response,SFDC
INT001034,C00001,whatsapp,visit,2024-05-22 00:00:00,,1016,interested,SFDC
INT001035,C00025,email,visit,2022-02-13 00:00:00,,1003,,SFDC
INT001036,C00198,dealership,email_click,2024-01-10 00:00:00,CAM005,1126,interested,LEGACY
INT001037,C00225,dealership,visit,2023-05-13 00:00:00,CAM015,1440,no_response,MC
INT001038,C00215,whatsapp,chat,2024-03-12 00:00:00,,1635,not_interested,MC
INT001039,C00086,dealership,email_open,2022-01-21 00:00:00,CAM008,359,interested,LEGACY
INT001040,C00212,phone,visit,2022-02-26 00:00:00,,1456,interested,MC
INT001041,C90003,whatsapp,visit,2024-05-30 00:00:00,,924,not_interested,MC
INT001042,C00194,dealership,visit,2022-03-27 00:00:00,,756,not_interested,MC
INT001043,C00180,phone,email_click,2022-11-18 00:00:00,CAM003,1449,,SFDC
INT001044,C00280,dealership,email_open,2023-09-09 00:00:00,,1198,not_interested,MC
INT001045,C00193,app,chat,2022-11-02 00:00:00,,826,not_interested,SFDC
INT001046,C00052,whatsapp,visit,2022-03-07 00:00:00,,1715,no_response,LEGACY
INT001047,C00246,dealership,call,2023-02-21 00:00:00,,50,,SFDC
INT001048,C00296,dealership,email_click,2023-01-08 00:00:00,,1178,not_interested,MC
INT001049,C00116,phone,visit,2023-11-19 00:00:00,,1633,,LEGACY
INT001050,C00084,app,visit,2023-11-05 00:00:00,CAM014,1252,not_interested,MC
INT001051,C00232,app,email_click,2022-04-03 00:00:00,CAM014,436,,SFDC
INT001052,C00038,phone,chat,2023-02-11 00:00:00,CAM010,189,no_response,SFDC
INT001053,C00018,app,call,2024-05-09 00:00:00,,1510,not_interested,LEGACY
INT001054,C00151,dealership,call,2024-01-12 00:00:00,,1397,not_interested,MC
INT001055,C00011,dealership,chat,2024-05-12 00:00:00,,1214,interested,LEGACY
INT001056,C00164,app,email_click,2022-05-24 00:00:00,,1292,not_interested,SFDC
INT001057,C00134,dealership,visit,2022-08-30 00:00:00,,326,interested,LEGACY
INT001058,C00054,app,chat,2022-04-25 00:00:00,,693,,SFDC
INT001059,C00038,phone,email_click,2023-08-08 00:00:00,,1390,interested,MC
INT001060,C00176,whatsapp,email_click,2024-01-23 00:00:00,,1716,,SFDC
INT001061,C00088,phone,email_click,2023-05-28 00:00:00,CAM019,1533,not_interested,MC
INT001062,C00193,whatsapp,email_click,2022-05-04 00:00:00,,1551,not_interested,LEGACY
INT001063,C00083,phone,call,2023-06-19 00:00:00,CAM005,1720,interested,LEGACY
INT001064,C00039,email,email_click,2023-11-12 00:00:00,CAM007,1538,,LEGACY
INT001065,C00281,dealership,chat,2024-04-28 00:00:00,,1531,no_response,MC
INT001066,C00048,phone,visit,2023-08-18 00:00:00,,678,,LEGACY
INT001067,C00174,whatsapp,visit,2024-03-04 00:00:00,CAM006,59,not_interested,LEGACY
INT001068,C00305,app,email_open,2023-06-22 00:00:00,,338,no_response,MC
INT001069,C00315,app,chat,2022-09-15 00:00:00,CAM003,969,,LEGACY
INT001070,C00248,phone,email_open,2023-05-24 00:00:00,,332,not_interested,SFDC
INT001071,C00016,phone,chat,2022-04-03 00:00:00,,1052,no_response,SFDC
INT001072,C00221,phone,email_click,2022-09-01 00:00:00,,1800,not_interested,SFDC
INT001073,C00085,app,email_open,2023-09-07 00:00:00,CAM014,678,no_response,LEGACY
INT001074,C00311,email,email_click,2022-05-06 00:00:00,CAM012,262,,LEGACY
INT001075,C00223,phone,chat,2024-03-02 00:00:00,CAM005,1652,,LEGACY
INT001076,C00081,app,call,2024-04-06 00:00:00,CAM006,1410,,MC
INT001077,C00028,app,call,2022-11-17 00:00:00,,862,no_response,MC
INT001078,C00052,phone,call,2022-12-04 00:00:00,CAM019,568,,MC
INT001079,C00170,whatsapp,call,2024-05-02 00:00:00,,1096,no_response,LEGACY
INT001080,C00106,whatsapp,visit,2023-08-22 00:00:00,CAM002,1509,interested,SFDC
INT001081,C00098,dealership,call,2024-01-25 00:00:00,,37,not_interested,SFDC
INT001082,C00210,app,chat,2023-02-04 00:00:00,,952,interested,MC
INT001083,C00284,dealership,call,2024-04-05 00:00:00,CAM014,1734,no_response,MC
INT001084,C00277,dealership,visit,2024-02-06 00:00:00,,1785,,SFDC
INT001085,C00136,whatsapp,email_click,2024-02-01 00:00:00,,287,,MC
INT001086,C00145,whatsapp,email_open,2022-08-30 00:00:00,CAM006,1329,no_response,MC
INT001087,C00153,email,email_click,2023-03-10 00:00:00,CAM003,950,not_interested,MC
INT001088,C00122,app,email_click,2022-08-12 00:00:00,,1338,,SFDC
INT001089,C00050,email,email_open,2022-05-28 00:00:00,CAM011,1214,interested,LEGACY
INT001090,C00026,phone,call,2022-04-20 00:00:00,CAM008,229,not_interested,LEGACY
INT001091,C00202,email,call,2022-06-29 00:00:00,,104,,MC
INT001092,C00293,phone,chat,2022-08-08 00:00:00,,477,no_response,MC
INT001093,C00282,dealership,call,2022-10-09 00:00:00,CAM002,1557,interested,LEGACY
INT001094,C00252,app,call,2023-03-27 00:00:00,CAM001,-130,no_response,LEGACY
INT001095,C00079,email,chat,2023-02-23 00:00:00,,890,,SFDC
INT001096,C00028,app,email_open,2022-09-18 00:00:00,,1456,not_interested,SFDC
INT001097,C00185,dealership,chat,2023-08-27 00:00:00,CAM007,1148,,SFDC
INT001098,C00002,dealership,call,2022-02-27 00:00:00,,1615,,LEGACY
INT001099,C00219,dealership,call,2023-05-18 00:00:00,CAM020,370,,MC
INT001100,C00045,dealership,call,2023-07-01 00:00:00,,1260,not_interested,MC
INT001101,C00151,whatsapp,chat,2023-01-19 00:00:00,,803,interested,MC
INT001102,C00308,whatsapp,email_open,2023-12-18 00:00:00,CAM016,472,no_response,MC
INT001103,C00246,dealership,visit,2022-04-26 00:00:00,,742,no_response,SFDC
INT001104,C00103,dealership,chat,2022-11-21 00:00:00,CAM014,459,not_interested,LEGACY
INT001105,C00050,email,email_open,2023-07-13 00:00:00,CAM011,421,,SFDC
INT001106,C00014,app,call,2023-03-10 00:00:00,,1421,interested,LEGACY
INT001107,C00106,email,email_open,2023-05-02 00:00:00,,1211,no_response,MC
INT001108,C00088,dealership,email_click,2023-12-01 00:00:00,,59,no_response,SFDC
INT001109,C00150,whatsapp,email_click,2022-09-10 00:00:00,,788,no_response,LEGACY
INT001110,C00042,phone,visit,2022-10-12 00:00:00,,1696,,MC
INT001111,C00243,whatsapp,call,2024-03-14 00:00:00,CAM012,775,,SFDC
INT001112,C00060,whatsapp,visit,2022-05-29 00:00:00,,63,,LEGACY
INT001113,C00158,whatsapp,email_click,2023-01-07 00:00:00,,648,,MC
INT001114,C00204,phone,visit,2023-05-02 00:00:00,CAM013,658,,LEGACY
INT001115,C00242,dealership,email_click,2024-01-03 00:00:00,,1058,no_response,MC
INT001116,C00251,dealership,email_click,2023-01-12 00:00:00,,1707,interested,MC
INT001117,C00136,dealership,email_open,2024-04-21 00:00:00,CAM020,285,no_response,LEGACY
INT001118,C00047,whatsapp,call,2022-11-12 00:00:00,CAM017,1462,,MC
INT001119,C00279,app,email_click,2022-01-22 00:00:00,CAM008,1052,not_interested,LEGACY
INT001120,C00199,app,call,2023-10-23 00:00:00,,1358,no_response,SFDC
INT001121,C00095,email,visit,2023-09-13 00:00:00,,963,interested,LEGACY
INT001122,C00190,app,visit,2022-02-05 00:00:00,,877,no_response,SFDC
INT001123,C00196,whatsapp,email_click,2024-05-11 00:00:00,,870,,LEGACY
INT001124,C00190,dealership,call,2024-01-28 00:00:00,,750,,SFDC
INT001125,C00096,app,email_click,2023-11-10 00:00:00,CAM011,751,not_interested,LEGACY
INT001126,C00229,phone,email_click,2024-03-29 00:00:00,CAM012,1726,not_interested,SFDC
INT001127,C00023,phone,email_open,2022-02-25 00:00:00,,1140,not_interested,LEGACY
INT001128,C00135,dealership,visit,2023-12-09 00:00:00,,902,interested,SFDC
INT001129,C00226,app,call,2024-03-18 00:00:00,,1101,no_response,LEGACY
INT001130,C00239,whatsapp,visit,2023-11-19 00:00:00,,1596,not_interested,SFDC
INT001131,C00135,whatsapp,email_open,2022-09-03 00:00:00,CAM016,717,interested,LEGACY
INT001132,C00116,app,chat,2022-09-17 00:00:00,,262,interested,MC
INT001133,C00138,email,visit,2023-07-20 00:00:00,,390,,LEGACY
INT001134,C00289,email,email_open,2023-01-29 00:00:00,CAM014,969,interested,LEGACY
INT001135,C00032,phone,visit,2022-11-13 00:00:00,,907,no_response,SFDC
INT001136,C00078,dealership,call,2023-10-17 00:00:00,,794,no_response,SFDC
INT001137,C00050,phone,email_open,2023-12-19 00:00:00,,392,interested,LEGACY
INT001138,C00044,dealership,chat,2023-01-07 00:00:00,,1162,interested,MC
INT001139,C00177,dealership,visit,2024-04-11 00:00:00,,1248,not_interested,MC
INT001140,C00278,dealership,email_open,2023-12-03 00:00:00,CAM013,363,no_response,MC
INT001141,C00212,dealership,chat,2022-05-05 00:00:00,CAM007,1141,not_interested,MC
INT001142,C00302,whatsapp,call,2023-07-02 00:00:00,,922,not_interested,LEGACY
INT001143,C00117,app,visit,2022-08-31 00:00:00,,811,,SFDC
INT001144,C00284,dealership,email_click,2024-05-28 00:00:00,,613,not_interested,LEGACY
INT001145,C00032,app,call,2023-03-30 00:00:00,,1760,no_response,MC
INT001146,C00199,dealership,call,2023-02-02 00:00:00,,1380,not_interested,SFDC
INT001147,C00268,whatsapp,call,2022-01-09 00:00:00,CAM016,1440,no_response,SFDC
INT001148,C00215,whatsapp,call,2023-02-07 00:00:00,,1423,no_response,LEGACY
INT001149,C00275,app,chat,2022-09-19 00:00:00,CAM018,925,,LEGACY
INT001150,C00244,app,email_click,2022-11-05 00:00:00,,1328,not_interested,MC
INT001151,C00294,phone,visit,2022-04-03 00:00:00,,610,not_interested,MC
INT001152,C00121,phone,call,2024-04-22 00:00:00,,1467,interested,LEGACY
INT001153,C00244,email,visit,2024-02-14 00:00:00,,1300,interested,LEGACY
INT001154,C00154,phone,email_open,2022-08-30 00:00:00,,1785,interested,LEGACY
INT001155,C00041,phone,call,2022-11-01 00:00:00,,233,interested,MC
INT001156,C00203,dealership,call,2022-08-04 00:00:00,CAM006,209,,SFDC
INT001157,C00018,email,visit,2024-05-30 00:00:00,,1680,,MC
INT001158,C00258,phone,email_click,2022-06-14 00:00:00,,1744,interested,LEGACY
INT001159,C00293,phone,email_open,2023-03-26 00:00:00,CAM014,242,not_interested,MC
INT001160,C90000,app,email_click,2023-10-09 00:00:00,,213,no_response,SFDC
INT001161,C00293,email,visit,2022-11-21 00:00:00,CAM011,1360,no_response,LEGACY
INT001162,C00076,email,chat,2024-04-11 00:00:00,,63,interested,MC
INT001163,C00062,email,call,2024-02-25 00:00:00,,1292,not_interested,SFDC
INT001164,C00230,app,chat,2023-10-22 00:00:00,CAM009,872,not_interested,SFDC
INT001165,C00089,whatsapp,visit,2023-02-21 00:00:00,,242,interested,SFDC
INT001166,C00086,email,visit,2024-03-19 00:00:00,,1046,no_response,MC
INT001167,C00109,email,visit,2022-02-04 00:00:00,,1565,interested,MC
INT001168,C00099,app,visit,2022-10-08 00:00:00,,1569,,SFDC
INT001169,C00065,whatsapp,call,2022-03-24 00:00:00,,-234,,MC
INT001170,C00022,email,chat,2024-04-22 00:00:00,,1145,not_interested,SFDC
INT001171,C00217,email,email_open,2024-03-09 00:00:00,,234,no_response,LEGACY
INT001172,C00041,dealership,call,2023-05-19 00:00:00,,1327,interested,LEGACY
INT001173,C00223,whatsapp,visit,2023-04-28 00:00:00,CAM008,939,interested,MC
INT001174,C00104,phone,visit,2024-01-25 00:00:00,,1060,interested,LEGACY
INT001175,C00076,email,call,2023-02-27 00:00:00,,1220,,MC
INT001176,C00305,app,chat,2024-05-11 00:00:00,,1680,interested,LEGACY
INT001177,C00133,dealership,chat,2022-12-07 00:00:00,,96,interested,LEGACY
INT001178,C00164,phone,email_click,2024-01-05 00:00:00,,1397,not_interested,SFDC
INT001179,C00035,phone,email_click,2023-03-09 00:00:00,,623,interested,LEGACY
INT001180,C00045,dealership,email_click,2024-04-19 00:00:00,,1774,,MC
INT001181,C00199,app,visit,2022-04-13 00:00:00,,891,not_interested,LEGACY
INT001182,C00285,phone,call,2024-04-24 00:00:00,,463,no_response,LEGACY
INT001183,C00204,phone,call,2022-06-14 00:00:00,,486,no_response,SFDC
INT001184,C00283,whatsapp,email_click,2023-12-17 00:00:00,,1621,,SFDC
INT001185,C00167,phone,chat,2022-09-25 00:00:00,,961,interested,SFDC
INT001186,C00142,email,email_click,2023-06-03 00:00:00,CAM004,1159,no_response,SFDC
INT001187,C00267,email,call,2022-03-09 00:00:00,CAM004,810,no_response,MC
INT001188,C00235,dealership,visit,2022-12-27 00:00:00,CAM019,264,,SFDC
INT001189,C00007,dealership,email_click,2023-03-07 00:00:00,,430,not_interested,SFDC
INT001190,C00301,app,email_open,2023-09-09 00:00:00,,1783,interested,SFDC
INT001191,C00268,app,email_open,2024-01-17 00:00:00,CAM012,991,no_response,LEGACY
INT001192,C00215,whatsapp,chat,2024-04-12 00:00:00,CAM011,284,,LEGACY
INT001193,C00058,dealership,call,2023-07-15 00:00:00,,748,,SFDC
INT001194,C00213,whatsapp,visit,2024-01-26 00:00:00,,1655,no_response,SFDC
INT001195,C00077,app,email_open,2022-12-01 00:00:00,CAM002,980,,LEGACY
INT001196,C00076,phone,email_click,2023-04-10 00:00:00,,875,interested,MC
INT001197,C00291,whatsapp,visit,2023-12-13 00:00:00,CAM013,1710,not_interested,SFDC
INT001198,C90009,phone,call,2022-01-29 00:00:00,,1350,,MC
INT001199,C00299,whatsapp,email_click,2024-02-20 00:00:00,CAM012,1471,no_response,MC
INT001200,C00052,whatsapp,visit,2022-02-23 00:00:00,,1636,,SFDC
INT001201,C00055,app,call,2023-10-19 00:00:00,,1547,no_response,LEGACY
INT001202,C00289,whatsapp,visit,2023-10-19 00:00:00,CAM020,840,not_interested,SFDC
INT001203,C00052,app,email_open,2022-07-08 00:00:00,,45,,SFDC
INT001204,C00147,whatsapp,email_open,2023-10-08 00:00:00,CAM001,797,interested,MC
INT001205,C00275,whatsapp,call,2023-03-31 00:00:00,,1631,,SFDC
INT001206,C00177,dealership,email_open,2024-03-21 00:00:00,,488,,MC
INT001207,C00211,dealership,call,2023-10-19 00:00:00,CAM010,1069,no_response,MC
INT001208,C00136,app,chat,2022-05-20 00:00:00,,610,interested,SFDC
INT001209,C00197,whatsapp,email_open,2022-01-04 00:00:00,,578,,SFDC
INT001210,C00249,phone,visit,2023-02-15 00:00:00,,1378,not_interested,MC
INT001211,C00293,email,visit,2022-07-24 00:00:00,,571,interested,SFDC
INT001212,C00312,app,call,2023-10-06 00:00:00,CAM002,659,,SFDC
INT001213,C00243,dealership,chat,2022-11-09 00:00:00,,1747,not_interested,MC
INT001214,C00020,dealership,email_click,2022-11-18 00:00:00,CAM004,1658,,SFDC
INT001215,C00089,app,visit,2023-08-13 00:00:00,CAM019,879,no_response,MC
INT001216,C00142,dealership,chat,2022-03-26 00:00:00,,1408,,SFDC
INT001217,C00207,phone,visit,2022-04-24 00:00:00,,524,interested,MC
INT001218,C00074,dealership,call,2022-06-11 00:00:00,,38,no_response,LEGACY
INT001219,C00312,email,call,2022-09-13 00:00:00,,879,no_response,LEGACY
INT001220,C00206,email,email_click,2023-06-13 00:00:00,,96,not_interested,SFDC
INT001221,C00020,whatsapp,call,2024-01-01 00:00:00,,61,interested,MC
INT001222,C00203,phone,email_click,2024-02-26 00:00:00,CAM007,83,interested,SFDC
INT001223,C00170,dealership,call,2024-04-30 00:00:00,,344,not_interested,MC
INT001224,C00122,dealership,visit,2023-10-27 00:00:00,,1648,not_interested,MC
INT001225,C00026,app,call,2024-02-21 00:00:00,CAM002,796,,MC
INT001226,C00244,whatsapp,email_open,2022-05-14 00:00:00,,1751,not_interested,SFDC
INT001227,C00138,email,chat,2024-05-17 00:00:00,,1702,interested,SFDC
INT001228,C00191,app,visit,2023-09-01 00:00:00,,1092,not_interested,MC
INT001229,C00011,app,chat,2023-12-04 00:00:00,,1709,,LEGACY
INT001230,C00173,dealership,email_open,2023-02-25 00:00:00,CAM006,1548,,SFDC
INT001231,C00156,email,chat,2024-03-22 00:00:00,,1258,not_interested,SFDC
INT001232,C00160,app,email_open,2022-11-24 00:00:00,,680,interested,SFDC
INT001233,C00144,dealership,call,2023-04-08 00:00:00,CAM016,716,,LEGACY
INT001234,C00252,whatsapp,call,2023-05-05 00:00:00,,379,no_response,LEGACY
INT001235,C00051,phone,email_open,2024-01-23 00:00:00,,1201,,LEGACY
INT001236,C00117,email,visit,2022-05-17 00:00:00,,910,no_response,LEGACY
INT001237,C00069,whatsapp,call,2022-09-24 00:00:00,,525,no_response,SFDC
INT001238,C00154,dealership,visit,2022-06-27 00:00:00,CAM007,1168,not_interested,SFDC
INT001239,C00227,phone,chat,2023-12-05 00:00:00,,831,interested,SFDC
INT001240,C00165,app,call,2023-08-31 00:00:00,,424,no_response,SFDC
INT001241,C00138,whatsapp,email_open,2024-04-26 00:00:00,CAM011,1292,,MC
INT001242,C00214,app,email_open,2022-12-02 00:00:00,,1349,interested,LEGACY
INT001243,C00310,app,call,2024-03-29 00:00:00,,835,no_response,LEGACY
INT001244,C00046,phone,email_open,2022-10-16 00:00:00,,1726,not_interested,MC
INT001245,C00097,phone,call,2022-07-23 00:00:00,,135,,LEGACY
INT001246,C00227,app,email_click,2022-03-28 00:00:00,,1671,,MC
INT001247,C00109,app,call,2023-03-01 00:00:00,,1213,no_response,MC
INT001248,C00209,phone,visit,2023-01-12 00:00:00,CAM005,908,not_interested,SFDC
INT001249,C00249,dealership,chat,2022-07-06 00:00:00,,293,no_response,SFDC
INT001250,C00265,email,email_open,2023-02-07 00:00:00,,1333,,SFDC
INT001251,C00192,app,chat,2023-01-22 00:00:00,,829,,LEGACY
INT001252,C00029,phone,call,2024-05-04 00:00:00,CAM007,-135,interested,MC
INT001253,C00264,whatsapp,call,2023-08-08 00:00:00,,385,interested,MC
INT001254,C00082,whatsapp,call,2022-08-18 00:00:00,CAM019,855,,MC
INT001255,C00034,dealership,visit,2022-01-22 00:00:00,CAM005,681,interested,LEGACY
INT001256,C00160,dealership,chat,2022-01-24 00:00:00,,1089,,SFDC
INT001257,C00260,whatsapp,chat,2023-07-26 00:00:00,,354,not_interested,MC
INT001258,C00207,dealership,email_open,2023-10-25 00:00:00,,925,interested,SFDC
INT001259,C00070,app,call,2023-09-19 00:00:00,CAM002,503,not_interested,SFDC
INT001260,C00269,phone,email_open,2023-10-04 00:00:00,CAM016,233,interested,MC
INT001261,C00292,email,visit,2022-08-23 00:00:00,CAM002,1484,not_interested,MC
INT001262,C00015,phone,email_click,2022-04-02 00:00:00,CAM017,1670,not_interested,MC
INT001263,C00089,phone,visit,2023-04-19 00:00:00,,288,,SFDC
INT001264,C00099,dealership,email_click,2022-07-23 00:00:00,,1062,interested,MC
INT001265,C00103,email,call,2022-09-26 00:00:00,,272,interested,MC
INT001266,C00030,app,chat,2023-12-20 00:00:00,,1323,,MC
INT001267,C00128,whatsapp,chat,2024-05-22 00:00:00,,1211,,SFDC
INT001268,C00017,app,email_open,2022-06-22 00:00:00,CAM008,1636,not_interested,MC
INT001269,C00234,dealership,email_click,2022-02-20 00:00:00,,832,,LEGACY
INT001270,C00026,whatsapp,email_open,2023-02-15 00:00:00,CAM020,1756,not_interested,MC
INT001271,C00185,app,call,2023-09-25 00:00:00,,1590,,SFDC
INT001272,C00102,phone,chat,2023-03-16 00:00:00,,1314,,LEGACY
INT001273,C00141,dealership,email_open,2023-09-07 00:00:00,,562,interested,SFDC
INT001274,C00189,email,email_click,2022-09-24 00:00:00,,1744,no_response,LEGACY
INT001275,C00238,phone,call,2022-06-02 00:00:00,,1162,interested,LEGACY
INT001276,C00259,email,call,2022-04-02 00:00:00,,355,,MC
INT001277,C00204,whatsapp,email_click,2023-01-12 00:00:00,,690,no_response,MC
INT001278,C00064,email,email_open,2022-06-24 00:00:00,,447,no_response,SFDC
INT001279,C00016,phone,visit,2023-08-04 00:00:00,,220,no_response,MC
INT001280,C00124,email,email_open,2022-05-01 00:00:00,CAM015,221,no_response,LEGACY
INT001281,C00191,dealership,email_click,2022-01-15 00:00:00,,82,not_interested,LEGACY
INT001282,C00251,dealership,chat,2024-01-06 00:00:00,CAM003,925,not_interested,MC
INT001283,C00305,phone,email_open,2023-06-23 00:00:00,CAM017,53,no_response,SFDC
INT001284,C00229,app,visit,2023-03-22 00:00:00,CAM019,1317,not_interested,SFDC
INT001285,C00091,email,email_open,2024-03-02 00:00:00,,1607,no_response,SFDC
INT001286,C00243,phone,chat,2023-04-10 00:00:00,,1245,no_response,SFDC
INT001287,C00301,email,call,2024-04-27 00:00:00,CAM004,343,,LEGACY
INT001288,C00283,phone,email_open,2023-11-21 00:00:00,,86,,SFDC
INT001289,C00180,email,call,2023-05-22 00:00:00,CAM016,1295,not_interested,SFDC
INT001290,C00177,app,chat,2022-05-02 00:00:00,,1479,no_response,LEGACY
INT001291,C00084,phone,visit,2022-08-18 00:00:00,,1143,not_interested,SFDC
INT001292,C00133,dealership,email_open,2024-01-01 00:00:00,CAM005,191,not_interested,SFDC
INT001293,C00047,app,call,2022-07-28 00:00:00,CAM003,1201,,LEGACY
INT001294,C00146,dealership,visit,2022-07-15 00:00:00,,813,interested,MC
INT001295,C00015,app,call,2024-06-01 00:00:00,,81,no_response,SFDC
INT001296,C00198,dealership,call,2024-04-12 00:00:00,,1550,,SFDC
INT001297,C00026,app,call,2024-03-11 00:00:00,,1533,not_interested,LEGACY
INT001298,C00084,email,email_open,2022-09-30 00:00:00,,297,not_interested,SFDC
INT001299,C00293,dealership,call,2022-10-22 00:00:00,,959,,LEGACY
INT001300,C00110,email,chat,2024-02-04 00:00:00,,1329,interested,LEGACY
INT001301,C00114,phone,email_click,2023-05-22 00:00:00,,1323,interested,MC
INT001302,C00116,email,visit,2023-01-27 00:00:00,,-229,no_response,MC
INT001303,C00106,dealership,visit,2022-05-14 00:00:00,CAM019,763,not_interested,LEGACY
INT001304,C00138,app,email_open,2023-03-18 00:00:00,,412,not_interested,MC
INT001305,C00210,email,email_open,2024-05-26 00:00:00,,520,interested,SFDC
INT001306,C00263,whatsapp,email_open,2022-07-31 00:00:00,,1366,,MC
INT001307,C00011,app,email_click,2023-09-07 00:00:00,,484,no_response,SFDC
INT001308,C00005,phone,chat,2022-08-09 00:00:00,CAM004,638,interested,SFDC
INT001309,C00243,phone,visit,2024-04-23 00:00:00,CAM020,426,interested,LEGACY
INT001310,C00068,dealership,visit,2022-10-17 00:00:00,,1126,,SFDC
INT001311,C00089,app,email_open,2024-01-15 00:00:00,CAM015,1751,not_interested,LEGACY
INT001312,C00308,email,email_open,2023-11-25 00:00:00,,532,interested,LEGACY
INT001313,C00005,email,chat,2022-07-13 00:00:00,CAM005,1517,no_response,SFDC
INT001314,C00115,phone,call,2023-03-05 00:00:00,,1627,not_interested,MC
INT001315,C00130,app,chat,2022-07-04 00:00:00,,1682,no_response,SFDC
INT001316,C00312,app,email_open,2023-02-23 00:00:00,CAM009,1639,interested,SFDC
INT001317,C00157,phone,visit,2024-03-22 00:00:00,,804,not_interested,SFDC
INT001318,C00141,email,chat,2022-05-30 00:00:00,CAM004,1607,no_response,MC
INT001319,C00217,phone,call,2022-01-30 00:00:00,,563,no_response,SFDC
INT001320,C00193,app,email_click,2022-10-25 00:00:00,,1380,,MC
INT001321,C00179,email,email_click,2022-09-26 00:00:00,,135,no_response,MC
INT001322,C00236,whatsapp,visit,2022-08-30 00:00:00,,593,no_response,LEGACY
INT001323,C00130,phone,call,2023-09-25 00:00:00,,199,,MC
INT001324,C00112,app,chat,2023-04-07 00:00:00,CAM010,324,no_response,MC
INT001325,C00239,app,email_open,2022-09-12 00:00:00,CAM017,1314,not_interested,LEGACY
INT001326,C00155,dealership,email_open,2023-01-14 00:00:00,,77,interested,MC
INT001327,C00267,dealership,call,2023-08-20 00:00:00,CAM018,1337,not_interested,SFDC
INT001328,C00204,phone,chat,2023-12-02 00:00:00,,1216,interested,SFDC
INT001329,C00300,email,call,2023-10-25 00:00:00,,241,not_interested,MC
INT001330,C00053,whatsapp,chat,2023-04-15 00:00:00,,257,no_response,SFDC
INT001331,C00004,whatsapp,email_click,2022-03-29 00:00:00,,970,not_interested,MC
INT001332,C00262,email,chat,2022-01-11 00:00:00,,1250,no_response,SFDC
INT001333,C00192,dealership,chat,2023-04-26 00:00:00,,281,interested,LEGACY
INT001334,C00288,app,email_open,2022-05-17 00:00:00,,249,not_interested,SFDC
INT001335,C00305,dealership,visit,2022-11-28 00:00:00,CAM004,320,,MC
INT001336,C00312,phone,email_open,2023-12-11 00:00:00,,608,no_response,SFDC
INT001337,C00145,dealership,email_click,2023-02-12 00:00:00,CAM002,566,no_response,LEGACY
INT001338,C00153,email,call,2023-12-05 00:00:00,CAM010,399,,MC
INT001339,C00056,phone,email_open,2022-08-06 00:00:00,,220,not_interested,LEGACY
INT001340,C00247,email,call,2024-01-01 00:00:00,CAM005,188,not_interested,LEGACY
INT001341,C00033,phone,email_open,2023-01-28 00:00:00,,1042,interested,LEGACY
INT001342,C00173,app,visit,2023-12-27 00:00:00,CAM012,1759,not_interested,SFDC
INT001343,C00142,dealership,visit,2023-03-10 00:00:00,CAM020,770,not_interested,SFDC
INT001344,C00167,email,email_open,2024-01-24 00:00:00,,1746,interested,SFDC
INT001345,C00142,phone,email_open,2023-09-04 00:00:00,,455,not_interested,SFDC
INT001346,C00134,dealership,call,2022-09-20 00:00:00,CAM006,830,not_interested,MC
INT001347,C00153,whatsapp,call,2022-03-16 00:00:00,,236,not_interested,SFDC
INT001348,C00097,email,email_click,2022-04-08 00:00:00,CAM009,1035,,SFDC
INT001349,C00077,app,email_click,2023-07-25 00:00:00,,1659,interested,MC
